materia,tema,subtema,dificultad,enunciado
Física General,Gravedad y órbitas,Ley de gravitación universal,Parcial,"Calcula la fuerza gravitacional entre la Tierra (M = 5.97×10²⁴ kg) y la Luna (m = 7.35×10²² kg), separadas por d = 3.84×10⁸ m.\nCompara con el peso de la Luna en la superficie terrestre."
Física General,Gravedad y órbitas,Ley de gravitación universal,Final,"Un satélite orbita la Tierra a h = 400 km sobre la superficie (R_T = 6371 km, M_T = 5.97×10²⁴ kg).\na) Velocidad orbital.\nb) Período.\nc) Energía total del satélite (cinética + gravitacional) si m = 500 kg.\nd) ¿Qué velocidad necesita para escapar desde esa órbita?"
Física General,Gravedad y órbitas,Ley de gravitación universal,Avanzado,"Usando las leyes de Kepler y la gravitación universal:\na) Demuestra que T² ∝ a³ (tercera ley de Kepler) para órbitas circulares.\nb) El planeta Marte tiene período T = 1.88 años. Calcula el semieje mayor de su órbita en UA.\nc) Una sonda espacial debe ir de Tierra a Marte en una órbita de Hohmann.\n   Calcula el incremento de velocidad Δv necesario en la Tierra y en Marte.\n   (v_Tierra = 29.8 km/s, v_Marte = 24.1 km/s)"
Física II — Electricidad y Magnetismo,Electrostática avanzada,Ley de Gauss,Parcial,Una esfera conductora de radio R = 0.05 m tiene carga Q = 2 μC.\nUsa la Ley de Gauss para encontrar E:\na) Para r > R (exterior).\nb) Para r < R (interior).\nc) En la superficie.\nd) ¿Cuál es el potencial en la superficie?
Física II — Electricidad y Magnetismo,Electrostática avanzada,Ley de Gauss,Final,Una esfera dieléctrica de radio R tiene densidad de carga volumétrica ρ = ρ₀·r/R.\nUsa la Ley de Gauss para encontrar E(r) para r < R y r > R.\nLuego calcula el potencial V(r) en ambas regiones.
Física II — Electricidad y Magnetismo,Electrostática avanzada,Ley de Gauss,Final,"Un cilindro infinito de radio R tiene carga superficial σ (C/m²).\na) Aplica Gauss para hallar E para r > R y r < R.\nb) Un segundo cilindro coaxial de radio 2R tiene carga -σ.\n   Calcula E en las tres regiones (r < R, R < r < 2R, r > 2R)."
Física II — Electricidad y Magnetismo,Electrostática avanzada,Ley de Gauss,Avanzado,Una cavidad esférica de radio a está tallada dentro de una esfera sólida dieléctrica de radio b (a < b) con densidad uniforme ρ.\nEl centro de la cavidad está desplazado una distancia d del centro de la esfera.\nDemuestra que el campo eléctrico dentro de la cavidad es uniforme y calcula su valor.\nHint: usa superposición — esfera completa menos esfera pequeña.
Física II — Electricidad y Magnetismo,Electrostática avanzada,Potencial eléctrico,Parcial,Dos cargas q₁ = +3 μC y q₂ = -1 μC están a 10 cm de distancia.\na) Calcula el potencial en el punto medio entre las cargas.\nb) ¿En qué punto del eje entre las cargas el potencial es cero?\nc) ¿Cuál es la energía potencial del sistema?
Física II — Electricidad y Magnetismo,Electrostática avanzada,Potencial eléctrico,Final,"Un anillo de radio R tiene carga total Q distribuida uniformemente.\na) Calcula el potencial V(x) en un punto del eje central a distancia x del centro.\nb) A partir de V(x), deduce el campo eléctrico E(x) sin integrar directamente.\nc) ¿Dónde es máximo E? ¿Cuánto vale?"
Física II — Electricidad y Magnetismo,Corriente y circuitos,"Circuitos RC, RL y RLC",Parcial,"Un capacitor C = 100 μF cargado a V₀ = 50 V se descarga a través de R = 2 kΩ.\na) Constante de tiempo τ.\nb) Voltaje en el capacitor a t = τ, t = 2τ y t = 5τ.\nc) ¿Cuánto tiempo tarda en descargarse al 10% de V₀?\nd) Energía inicial almacenada y energía disipada en R."
Física II — Electricidad y Magnetismo,Corriente y circuitos,"Circuitos RC, RL y RLC",Final,"En el circuito RC de carga, V_fuente = 12 V, R = 1.5 kΩ, C = 220 μF.\nEl capacitor empieza descargado.\na) Corriente inicial i(0).\nb) Voltaje en C a t = 0.5 s.\nc) Carga máxima en el capacitor.\nd) ¿Cuánta energía entrega la fuente y cuánta se almacena en C?"
Física II — Electricidad y Magnetismo,Corriente y circuitos,"Circuitos RC, RL y RLC",Avanzado,"Circuito RLC en serie con R = 10 Ω, L = 0.1 H, C = 100 μF.\nEl capacitor tiene carga inicial Q₀ = 1 mC y no hay corriente inicial.\na) ¿Es el sistema subamortiguado, críticamente amortiguado o sobreamortiguado?\nb) Escribe y resuelve la EDO para Q(t).\nc) Calcula la frecuencia de oscilación amortiguada ω_d.\nd) ¿Cuándo se disipa el 50% de la energía inicial?"
Física II — Electricidad y Magnetismo,Corriente y circuitos,Teoremas de red,Final,"Aplica el Teorema de Thévenin para simplificar el circuito visto desde las terminales A-B:\n  R₁ = 4Ω (serie con fuente de 12 V), R₂ = 6Ω (en paralelo con terminales A-B), R₃ = 3Ω (en serie).\n\na) Encuentra V_Th y R_Th.\nb) ¿Qué resistencia de carga R_L recibe la máxima potencia?\nc) ¿Cuánto vale esa potencia máxima?"
Física II — Electricidad y Magnetismo,Corriente y circuitos,Teoremas de red,Avanzado,"Un puente de Wheatstone tiene R₁ = 100Ω, R₂ = 150Ω, R₃ = 120Ω, R₄ desconocida.\nSe conecta una fuente de 10 V y un galvanómetro de 50Ω entre los nodos centrales.\na) ¿Para qué valor de R₄ el puente está equilibrado (corriente cero en galvanómetro)?\nb) Con R₄ = 100Ω (desequilibrado), usa Norton para calcular la corriente en el galvanómetro."
Física II — Electricidad y Magnetismo,Campo magnético,Ley de Biot-Savart y Ampere,Parcial,"Un conductor largo y recto lleva corriente I = 5 A.\na) Calcula B a d = 10 cm del conductor.\nb) ¿En qué dirección apunta B usando la regla de la mano derecha?\nc) Si hay un segundo conductor paralelo a 10 cm con I = 3 A en el mismo sentido, calcula la fuerza por unidad de longitud entre ellos. ¿Se atraen o repelen?"
Física II — Electricidad y Magnetismo,Campo magnético,Ley de Biot-Savart y Ampere,Final,Una espira circular de radio R = 0.08 m conduce I = 4 A.\na) Campo en el centro de la espira.\nb) Campo en el eje a distancia x = R del centro.\nc) ¿A qué distancia x del centro el campo es la mitad del campo central?
Física II — Electricidad y Magnetismo,Campo magnético,Ley de Biot-Savart y Ampere,Avanzado,"Un solenoide toroidal de N vueltas tiene radio interior a y exterior b, con corriente I.\na) Usa la Ley de Ampère para encontrar B(r) en las tres regiones: r < a, a < r < b, r > b.\nb) Calcula el flujo magnético total a través de la sección transversal del toroide.\nc) Deduce la inductancia propia L del toroide."
Física II — Electricidad y Magnetismo,Campo magnético,Inducción electromagnética,Final,"Una espira cuadrada de lado L = 0.1 m se mueve con velocidad v = 2 m/s perpendicularmente fuera de un campo B = 0.5 T (uniforme en una región de ancho d = 0.3 m).\na) Calcula la f.e.m. inducida mientras la espira entra al campo.\nb) ¿Cuánto tiempo tarda en cruzar completamente?\nc) Si la resistencia de la espira es R = 0.2 Ω, calcula la corriente y la fuerza de frenado."
Física II — Electricidad y Magnetismo,Campo magnético,Inducción electromagnética,Avanzado,"Dos bobinas coaxiales: la primera con N₁ = 100 vueltas, radio R₁ = 5 cm y corriente i₁(t) = 2 sin(60πt) A.\nLa segunda con N₂ = 200 vueltas, radio R₂ = 3 cm (dentro de la primera).\na) Calcula el flujo mutual y la inductancia mutua M.\nb) f.e.m. inducida en la segunda bobina.\nc) ¿Qué potencia se transfiere de una bobina a la otra?"
Ecuaciones Diferenciales,EDO de primer orden,Ecuaciones separables,Parcial,Resuelve la ecuación separable:\n  dy/dx = xy / (1 + x²)\n  y(0) = 2
Ecuaciones Diferenciales,EDO de primer orden,Ecuaciones separables,Parcial,Resuelve:\n  (1 + y²) dx + x·y dy = 0\n\nSepara variables y verifica si es exacta.
Ecuaciones Diferenciales,EDO de primer orden,Ecuaciones separables,Final,Resuelve la ecuación separable:\n  y' = (y² - 1) / (x² - 1)\n\nEncuentra la solución general usando fracciones parciales en ambos lados.\nAnaliza los casos especiales y = ±1.
Ecuaciones Diferenciales,EDO de primer orden,Ecuaciones separables,Avanzado,"La ecuación logística de crecimiento poblacional es:\n  dP/dt = rP(1 - P/K)\n\na) Resuelve la EDO con condición inicial P(0) = P₀.\nb) Determina el comportamiento cuando t → ∞.\nc) ¿Cuándo es máxima la tasa de crecimiento dP/dt?\nd) Si r = 0.3 año⁻¹, K = 10000 y P₀ = 500, ¿cuándo P = K/2?"
Ecuaciones Diferenciales,EDO de primer orden,Ecuaciones lineales de primer orden,Parcial,Resuelve usando el factor integrante:\n  y' + (3/x)·y = x²\n  y(1) = 2
Ecuaciones Diferenciales,EDO de primer orden,Ecuaciones lineales de primer orden,Parcial,Encuentra la solución general de:\n  y' - 2y = 4·e^(3x)
Ecuaciones Diferenciales,EDO de primer orden,Ecuaciones lineales de primer orden,Final,"Resuelve la EDO lineal:\n  y' + y·cot(x) = 2·cos(x)\n\nFactor integrante: μ = sin(x). Encuentra la solución particular que pasa por (π/2, 0)."
Ecuaciones Diferenciales,EDO de primer orden,Ecuaciones lineales de primer orden,Avanzado,"Ley de Newton de enfriamiento/calentamiento:\n  dT/dt = -k(T - T_amb)\n\nUn objeto a 90°C se coloca en un cuarto a 20°C.\na) Resuelve la EDO.\nb) Si a los 5 min tiene 70°C, encuentra k.\nc) ¿Cuándo llega a 30°C?\nd) Si el cuarto también cambia temperatura: T_amb(t) = 20 + t, plantea y resuelve la EDO modificada."
Ecuaciones Diferenciales,EDO de primer orden,Ecuaciones exactas,Parcial,Determina si es exacta y resuélvela:\n  (2xy + 3) dx + (x² - 4y) dy = 0
Ecuaciones Diferenciales,EDO de primer orden,Ecuaciones exactas,Final,La siguiente ecuación no es exacta. Encuentra el factor integrante μ(x) y resuélvela:\n  (y² + 2y) dx + (xy + 2) dy = 0\n\nHint: calcula (∂M/∂y - ∂N/∂x)/N y verifica que depende solo de x.
Ecuaciones Diferenciales,EDO de primer orden,Ecuaciones exactas,Avanzado,Resuelve la ecuación de Ricatti:\n  y' = 1 + x² - 2xy + y²\n\nSe sabe que y₁ = x es una solución particular.\nUsa la sustitución y = x + 1/v para reducirla a una EDO lineal en v.
Ecuaciones Diferenciales,EDO de segundo orden,Coeficientes indeterminados,Parcial,"Resuelve usando coeficientes indeterminados:\n  y'' - 3y' - 4y = 3e^(2x)\n  y(0) = 1, y'(0) = 0"
Ecuaciones Diferenciales,EDO de segundo orden,Coeficientes indeterminados,Parcial,Resuelve:\n  y'' + 2y' + y = 4·cos(2x)\n\nLa solución homogénea tiene raíces repetidas r = -1.
Ecuaciones Diferenciales,EDO de segundo orden,Coeficientes indeterminados,Final,Resuelve la EDO con forzamiento polinomial:\n  y'' - y' - 2y = 3x² - 2x + 1\n\nPropón y_p = Ax² + Bx + C y determina los coeficientes.
Ecuaciones Diferenciales,EDO de segundo orden,Coeficientes indeterminados,Avanzado,"Resuelve la EDO con múltiples términos forzantes:\n  y'' + 4y = 3·sin(2x) + 5·e^x - 2x²\n\nNota: sin(2x) causa resonancia. Para esa parte, usa y_p = x(A cos(2x) + B sin(2x)).\nResuelve cada término por separado y suma."
Ecuaciones Diferenciales,EDO de segundo orden,Variación de parámetros,Final,Usa variación de parámetros para resolver:\n  y'' + y = sec(x)\n\nLa solución homogénea es y_h = C₁ cos x + C₂ sin x.
Ecuaciones Diferenciales,EDO de segundo orden,Variación de parámetros,Final,Resuelve por variación de parámetros:\n  y'' - 2y' + y = e^x / x²   (x > 0)\n\nLa homogénea tiene raíz doble r = 1: y_h = (C₁ + C₂x)e^x.
Ecuaciones Diferenciales,EDO de segundo orden,Variación de parámetros,Avanzado,La ecuación de Euler-Cauchy:\n  x²y'' + xy' - 4y = x³·ln(x)   (x > 0)\n\na) Resuelve la homogénea con la sustitución x = e^t.\nb) Usa variación de parámetros para la particular.\nc) Escribe la solución general.
Ecuaciones Diferenciales,Transformada de Laplace,Transformadas fundamentales,Parcial,Calcula las transformadas de Laplace directamente desde la definición:\n  a) L{t·e^(at)}\n  b) L{sin(at)·cos(at)}\n  c) L{t²·u(t-1)} donde u es el escalón unitario
Ecuaciones Diferenciales,Transformada de Laplace,Transformadas fundamentales,Final,"Usa la transformada de Laplace para resolver:\n  y'' + 5y' + 6y = u(t-2)\n  y(0) = 0, y'(0) = 0\n\nRecuerda: L{u(t-a)·f(t-a)} = e^(-as)·F(s)"
Ecuaciones Diferenciales,Transformada de Laplace,Transformadas fundamentales,Avanzado,"Resuelve el sistema de EDOs con Laplace:\n  x'' + 4x - 2y = 0\n  x + y'' + 3y = 0\n  x(0)=1, x'(0)=0, y(0)=0, y'(0)=1\n\nPlantea el sistema algebraico en X(s) e Y(s), resuelve y aplica la transformada inversa."
Probabilidad y Estadística,Probabilidad,Fundamentos y conteo,Parcial,En una baraja de 52 cartas:\na) ¿Cuántas manos de 5 cartas tienen exactamente 3 ases?\nb) ¿Cuántas manos tienen todas del mismo palo (flush)?\nc) Probabilidad de obtener al menos un as en una mano de 5.
Probabilidad y Estadística,Probabilidad,Fundamentos y conteo,Parcial,Se lanza un dado 4 veces.\na) ¿Cuántas secuencias posibles hay?\nb) Probabilidad de que los 4 resultados sean distintos.\nc) Probabilidad de que la suma sea exactamente 6.
Probabilidad y Estadística,Probabilidad,Fundamentos y conteo,Final,En un grupo de 30 personas:\na) ¿Cuál es la probabilidad de que al menos dos compartan cumpleaños? (paradoja del cumpleaños)\nb) Calcula el resultado numérico.\nc) ¿Cuántas personas se necesitan para que esa probabilidad supere 0.5?
Probabilidad y Estadística,Probabilidad,Probabilidad condicional y Bayes,Parcial,"Una empresa fabrica chips en tres plantas:\n  A: 40% de la producción, 2% defectuosos\n  B: 35% de la producción, 3% defectuosos\n  C: 25% de la producción, 4% defectuosos\n\na) Probabilidad de que un chip aleatorio sea defectuoso.\nb) Dado que un chip es defectuoso, ¿cuál es la probabilidad de que venga de la planta B? (Bayes)"
Probabilidad y Estadística,Probabilidad,Probabilidad condicional y Bayes,Final,"Una enfermedad afecta al 0.5% de la población.\nUn test tiene sensibilidad del 98% (positivo dado enfermo) y especificidad del 95% (negativo dado sano).\na) Si el test da positivo, ¿cuál es la probabilidad de estar enfermo?\nb) ¿Qué pasa si el test da negativo? ¿Cuál es la probabilidad de estar sano?\nc) ¿Qué implicaciones tiene esto para el diagnóstico médico?"
Probabilidad y Estadística,Probabilidad,Probabilidad condicional y Bayes,Avanzado,"Cadena de Markov: Un sistema puede estar en estado {A, B, C}.\nMatriz de transición:\n  P = [[0.7, 0.2, 0.1], [0.3, 0.5, 0.2], [0.2, 0.3, 0.5]]\n\na) Si el sistema empieza en A, ¿cuál es la probabilidad de estar en C después de 2 pasos?\nb) Encuentra la distribución estacionaria π tal que πP = π.\nc) Interpreta físicamente la distribución estacionaria."
Probabilidad y Estadística,Variables aleatorias,Distribuciones discretas,Parcial,"X ~ Binomial(n=10, p=0.3).\na) P(X = 4).\nb) P(X ≤ 3).\nc) E[X] y Var(X).\nd) ¿Cuál es el valor más probable (moda)?"
Probabilidad y Estadística,Variables aleatorias,Distribuciones discretas,Final,"X ~ Poisson(λ = 3.5) modela llegadas por hora a un banco.\na) P(X = 0), P(X ≤ 2), P(X ≥ 5).\nb) Probabilidad de que en 2 horas lleguen menos de 5 clientes.\nc) Si se atiende cada cliente en 10 min y hay 1 cajero, ¿probabilidad de hacer cola?"
Probabilidad y Estadística,Variables aleatorias,Distribuciones discretas,Avanzado,"Demuestra que la distribución de Poisson es el límite de la binomial cuando n→∞, p→0, con np = λ constante.\n\na) Parte de B(n,p) y toma el límite formalmente.\nb) Demuestra que la suma de dos Poisson independientes (λ₁ y λ₂) es Poisson(λ₁+λ₂).\nc) ¿Qué propiedad algebraica garantiza esto?"
Probabilidad y Estadística,Variables aleatorias,Distribuciones continuas,Parcial,"X ~ Normal(μ=70, σ=10) representa notas de un examen.\na) P(X > 85).\nb) P(60 < X < 80).\nc) Percentil 90 (nota tal que el 90% queda abajo).\nd) Si se aprueban los que saquen más de 65, ¿qué porcentaje aprueba?"
Probabilidad y Estadística,Variables aleatorias,Distribuciones continuas,Final,"X ~ Exponencial(λ = 1/5) modela el tiempo de vida (en años) de un componente.\na) Función de densidad y CDF.\nb) E[X] y Var(X).\nc) P(X > 8) y P(X > 10 | X > 5) (propiedad de falta de memoria).\nd) Si hay 3 componentes en serie, ¿tiempo de vida del sistema?"
Probabilidad y Estadística,Variables aleatorias,Distribuciones continuas,Avanzado,"Sea X con densidad f(x) = c·x^(α-1)·e^(-βx) para x > 0 (distribución Gamma).\na) Encuentra c para que sea una densidad válida (usa la función Gamma Γ(α)).\nb) Calcula E[X] y E[X²], y deduce Var(X).\nc) Demuestra que si X₁,...,Xₙ ~ Exp(λ) iid, entonces Σ Xᵢ ~ Gamma(n, λ).\nd) ¿Para qué valores de α se reduce a una distribución Exponencial? ¿y a una χ²?"
Probabilidad y Estadística,Inferencia estadística,Estimación,Final,"Se mide la resistencia de 25 resistencias: x̄ = 98.4 Ω, s = 3.2 Ω.\na) Intervalo de confianza al 95% para la media poblacional μ (distribución t).\nb) ¿Cuántas muestras adicionales se necesitan para que el error sea ≤ 0.5 Ω con 99% de confianza?\nc) IC al 95% para la varianza σ² usando la distribución χ²."
Probabilidad y Estadística,Inferencia estadística,Estimación,Avanzado,"Se comparan dos métodos de enseñanza con los siguientes datos:\n  Método A: n₁=15, x̄₁=78.3, s₁=8.2\n  Método B: n₂=12, x̄₂=82.1, s₂=6.9\n\na) Prueba de hipótesis H₀: μ₁=μ₂ vs H₁: μ₁≠μ₂ (α=0.05).\nb) ¿Se puede asumir igual varianza? Prueba de Levene.\nc) IC al 95% para la diferencia de medias.\nd) Calcula el tamaño del efecto (d de Cohen) e interprétalo."
Probabilidad y Estadística,Inferencia estadística,Regresión,Final,"Datos de temperatura (°C) y consumo de energía (kWh):\n  T:   5, 10, 15, 20, 25, 30, 35\n  E:  42, 38, 31, 24, 22, 28, 36\n\na) Calcula la recta de regresión mínimos cuadrados E = a + bT.\nb) Coeficiente de determinación R².\nc) ¿Es apropiado un modelo lineal? Argumenta basándote en los datos.\nd) Propón un modelo cuadrático y compáralo."
Álgebra Lineal Avanzada,Descomposiciones matriciales,Descomposición QR y SVD,Final,"Aplica el proceso de Gram-Schmidt para ortonormalizar los vectores:\n  v₁ = (1, 1, 0),   v₂ = (1, 0, 1),   v₃ = (0, 1, 1)\n\nEscribe la descomposición QR de la matriz A = [v₁ | v₂ | v₃]."
Álgebra Lineal Avanzada,Descomposiciones matriciales,Descomposición QR y SVD,Avanzado,"Para la matriz A = [[3, 1], [1, 3], [1, 1]]:\na) Calcula AᵀA y sus valores propios.\nb) Encuentra la descomposición SVD: A = UΣVᵀ.\nc) ¿Cuál es el rango de A? ¿La pseudoinversa A⁺?\nd) Usa SVD para resolver el sistema sobredeterminado Ax = b con b = (1,2,1)."
Álgebra Lineal Avanzada,Descomposiciones matriciales,Diagonalización y formas cuadráticas,Final,"Clasifica la cónica dada por la forma cuadrática:\n  Q(x,y) = 5x² - 4xy + 2y² = 36\n\na) Encuentra la matriz A de la forma cuadrática.\nb) Diagonaliza A ortogonalmente: A = QΛQᵀ.\nc) Identifica la cónica (elipse, hipérbola...) y escribe en ejes principales."
Álgebra Lineal Avanzada,Descomposiciones matriciales,Diagonalización y formas cuadráticas,Avanzado,"Sea A una matriz real simétrica 3×3 con valores propios λ₁ < λ₂ < λ₃.\na) Demuestra que los vectores propios correspondientes a valores propios distintos son ortogonales.\nb) Enuncia y demuestra el Teorema de Courant-Fischer (rayleigh quotient):\n   λ_min ≤ xᵀAx/xᵀx ≤ λ_max  para todo x ≠ 0.\nc) Aplícalo para encontrar el mínimo de xᵀAx sujeto a ||x||=1 para A=[[2,1,0],[1,3,1],[0,1,2]]."
Álgebra Lineal Avanzada,Espacios con producto interno,Ortogonalidad y proyecciones,Final,"Sea W = span{(1,1,0,1), (1,0,1,1)} subespacio de ℝ⁴.\na) Ortogonaliza la base con Gram-Schmidt.\nb) Encuentra la proyección ortogonal de v = (2,3,1,4) sobre W.\nc) Calcula la distancia de v a W."
Álgebra Lineal Avanzada,Espacios con producto interno,Ortogonalidad y proyecciones,Avanzado,"En el espacio de funciones C[0,1] con producto interno ⟨f,g⟩ = ∫₀¹ f(x)g(x) dx:\na) Verifica que 1, x, x² son linealmente independientes pero no ortogonales.\nb) Aplica Gram-Schmidt para obtener los primeros 3 polinomios de Legendre en [0,1].\nc) Proyecta f(x) = e^x sobre el espacio generado por {1, x} con ese producto interno."
